block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/apvcrrm,Assistance for Planting Vegetable Crops for Raw and Ripe Mandap,Gujarat,"The scheme provides financial assistance to farmers in Gujarat for setting up vegetable trellises (Mandap) for raw, semi-ripe, and ripe vegetables, with varying support for General, SC, and ST farmers.",Farmer,Raw And Ripe Mandap,Vegetable Crops,,,
https://www.myscheme.gov.in/schemes/parls,Passenger Auto Rickshaw Loan Scheme (DAADC),Gujarat,"The ""Passenger Auto Rickshaw Loan Scheme"" introduced by the Social Justice and Empowerment Department offers financial assistance in the form of loans to Scheduled Caste individuals from Antyodaya families to purchase passenger auto rickshaws and enhance their livelihood opportunities.",Antyodaya,Employment,Passenger Auto Rickshaw Loan,Scheduled Caste,,
https://www.myscheme.gov.in/schemes/ltcpg,Loan for Training of Commercial Pilot (GUEEDC),Gujarat,"The scheme ""Loan for Training of Commercial Pilot (GUEEDC)"" by the Social Justice and Empowerment Department, Gujarat, provides financial loan assistance of up to ₹25,00,000/- at 4% simple interest per annum is provided to Unreserved category candidates for pursuing commercial pilot training.",Commercial Pilot Training,Education Loan,Loan,,,
https://www.myscheme.gov.in/schemes/ssyebc,Saraswati Sadhana Yojana to Economically Backward Class Girls studying in Class 9,Gujarat,"Under this scheme, free bicycle assistance is provided to economically backward class girls studying in Class 9 in government and grant-in-aid schools across Gujarat.",Bicycle,Economically Weaker Sections,Education,Girl Student,,
https://www.myscheme.gov.in/schemes/pduaydcw,Pandit Dindayal Upadhyay Awas Yojana-Developing Caste Welfare,Gujarat,"The ""Pandit Dindayal Upadhyay Awas Yojana-Developing Caste Welfare"" provides financial assistance of up to ₹1,20,000/- to socially and educationally backward classes, economically backward classes, and nomadic exempted castes for constructing houses across Gujarat.",Economically Backward Class,Housing,Nomadic Exempted Caste,Socially And Educationally Backward Class,,
https://www.myscheme.gov.in/schemes/sssgbcdc,Swayam Saksham Yojana (GBCDC),Gujarat,"This scheme aims to instill a sense of self-reliance in the youth belonging to backward classes after receiving vocational education/training. Under this scheme, eligible youth are provided loans at a low-interest rate to start self-employment ventures.",Backward Classes,Enterpreneurship,Loan,Self-employment,Youth,
https://www.myscheme.gov.in/schemes/tsyuc,Tuition Sahay Yojana (Unreserved Category),Gujarat,"The scheme ""Tution Sahay Yojana (Unreserved Category)"" by the Department of Social Justice and Empowerment, Gujarat, aims to provide financial assistance of ₹15,000/- annually to unreserved category students in the science stream of Class 11th and 12th.",Education,Science,Tuition Fee Assistance,Unreserved Category,,
https://www.myscheme.gov.in/schemes/uasebcote,Uniform Assistance for Socially and Educationally Backward Class Students Studying Standard 1st to 8th,Gujarat,"The scheme ""Uniform Assistance for Socially and Educationally Backward Class Students Studying Standard 1st to 8th"" by the Social Justice and Empowerment Department, Gujarat, aims to promote educational inclusivity among SEBC students by providing financial assistance of ₹900/- for uniforms.",Education,Socially And Educationally Backward Class,Uniform Assistance,,,
https://www.myscheme.gov.in/schemes/sfsfcs,Scholarship for Self Finance Colleges Students of NT/DNT,Gujarat,"The scheme ""Scholarship for Self Finance Colleges Students of NT/DNT"" by the Social Justice and Empowerment Department, Government of Gujarat, provides financial assistance to Nomadic and De-notified Tribe students for pursuing higher education in self-financed colleges.",Higher Education,Nomadic And Denotified Tribe,Scholarship,,,
https://www.myscheme.gov.in/schemes/ssebctv,Stipends to Students of Economically Backward Class for Technical and Vocational Courses after SSC,Gujarat,"The scheme “Stipends to Students of Economically Backward Class for Technical and Vocational Courses after SSC” by the Social Justice and Empowerment Department, Government of Gujarat, supports education for backward class students by providing a monthly stipend for one year.",Economically Backward Class,Education,ITI,Stipend,Vocational Courses,
https://www.myscheme.gov.in/schemes/mfsfshg,Micro Finance Scheme for Self Help Groups (GTKVN),Gujarat,"The scheme aims to economically empower women from Thakor and Koli castes through self-employment opportunities via Self Help Groups (SHGs). Under this scheme, eligible members of SHGs receive a loan up to ₹60,000/- at low interest to start or expand small-scale businesses/enterprises.",Business,Enterpreneurship,Koli Caste,Loan,Self-employment,SHG
https://www.myscheme.gov.in/schemes/capceailf,"Coaching Assistance for Pre-preparation for Competitive Exams of ALL INDIA level like IIM, CEPT, NIFT, NLU and IELTS, TOFEL, GRE for going Foreign",Gujarat,"The scheme aims to assist SEBC and economically backward students in coaching for premier Indian and international exams, the eligible candidates receive up to ₹20,000/- or the actual fee paid.",Competitive Exam,Financial Assistance,Foreign,Student,,
https://www.myscheme.gov.in/schemes/dcs-tl,Term Loan Scheme (GSKVN),Gujarat,"The scheme aims to uplift scavengers & their dependents by offering term loans of ₹1,00,000/- to ₹15,00,000/- to support them in starting self‐employment ventures in various trades & professions, enabling them to pursue income‐generating activities and lead dignified lives.",Loan,Safai Kamdar,Scavenger,Self-employment,,
https://www.myscheme.gov.in/schemes/sbsdaadc,Loan for Small Businesses (DAADC),Gujarat,"The scheme aims to promote self-employment among Scheduled Caste individuals belonging to Antyodaya Anna Yojana families by providing financial assistance for starting small businesses. Under this scheme, eligible beneficiaries are provided a loan of upto ₹1,25,000/- at a concessional interest rate.",Antyodaya Family,Loan,Scheduled Caste,Self-employment,Small Business,
https://www.myscheme.gov.in/schemes/msydaadc,Mahila Samruddhi Yojana (DAADC),Gujarat,"The scheme aims to promote self-employment and financial independence among women from the Antyodaya Samaj, especially from Scheduled Castes. Under this scheme, loan up to ₹50,000/- is provided at a concessional interest rate to eligible women for starting small-scale businesses.",Antyodaya Samaj,Loan,Scheduled Caste,Self-employment,Woman,
https://www.myscheme.gov.in/schemes/mpmgarssc,Mamasaheb Phadke Management of Govt Adarsh ​​Residential Schools (SC) Scheme,Gujarat,"The scheme aims to expand access to quality residential education for scheduled caste students in standards 9 to 12. Through this scheme, eligible SC students receive free boarding, lodging, textbooks, uniforms, meals, and additional support services to enhance academic participation.",Hostel,Scheduled Caste,Student,Textbooks,Uniform,
https://www.myscheme.gov.in/schemes/issoel,Interest Subsidy Scheme on Education Loan,Gujarat,"The scheme ""Interest Subsidy Scheme on Education Loan"" by the Education Department, Gujarat, aims to provide financial support to students by offering 100% interest subsidy on education loans.",Abroad Study,Education Loan,Higher Education,Interest Subsidy,,
https://www.myscheme.gov.in/schemes/lfs-sebc,Loan For Foreign Study (S.E.B.C.),Gujarat,"The scheme aims to support higher education abroad for eligible students from the Socially and Educationally Backward Class (SEBC). It provides a maximum Foreign Study Loan of ₹15,00,000/- at an annual interest rate of 4% to SEBC students.",College,Education,Loan,Mortgage,Student,
https://www.myscheme.gov.in/schemes/flftcp,Financial Loan for Training of Commercial Pilot,Gujarat,"The scheme aims to support students from Socially and Educationally Backward Classes (SEBC) in obtaining Commercial Pilot License (CPL) training through financial assistance. Under this scheme, a loan of up to ₹25,00,000 is offered at a concessional interest rate of 4% per annum to the students.....",Interest Rate,Loan,Opportunity,SEBC,Skill Development,Training
https://www.myscheme.gov.in/schemes/ssdcws,Satfera Samuhlagna (DCW) Scheme,Gujarat,The scheme aims to encourage community marriages among economically and socially backward classes. Incentives are provided to couples and the organizing institutions.,EBC,Female,Financial Assistance,Marriage,SEBC,
https://www.myscheme.gov.in/schemes/fatha,Financial Assistance to Helpless Artists,Gujarat,"Under this scheme, monthly financial assistance is given to artists and their dependents who are physically disabled, over 60 years old, have a monthly income of less than ₹600, and are unable to sustain themselves due to age or disability.",Artist,Financial Assistance,Physically Disabled,PwD,Senior Citizen,
https://www.myscheme.gov.in/schemes/atwtctc,Assistance to Women for Trainer and Coaches Training Course,Gujarat,"The scheme “Assistance to Women for Trainer and Coaches Training Course” by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to encourage women's participation in sports by providing financial assistance for diploma courses in sports education.",Girls,Sports,Women Coaches,,,
https://www.myscheme.gov.in/schemes/sfaleopc,Scheme of Financial Assistance to Literary/Educational Institutions for Organizing Programs/Conferences,Gujarat,"The scheme aims to encourage intellectual and cultural activities by providing financial support to institutions conducting seminars, workshops, symposiums, and literary programs.",Cultural Events,Educational Conferences,Sahitya Sammelan,Seminar,,
https://www.myscheme.gov.in/schemes/pdytcsc,Personality Development and Yogasan Training Camp for Schedule Caste,Gujarat,"The scheme ""Personality Development and Yogasan Training Camp for Schedule Caste Youth"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to promote the physical, mental, and spiritual development of Scheduled Caste youth through 7-day training camps.",Personality Development,Physical Fitness,Yoga Training,Youth Development,,
https://www.myscheme.gov.in/schemes/tare,Teachers Associateship for Research Excellence,Ministry Of Science And Technology,"The scheme “Teachers Associateship for Research Excellence (TARE)” was launched by Science & Engineering Research Board, Department of Science & Technology, Government of India which aims to facilitate mobility of faculty members working in State Universities /Colleges/Private Academic institutions.",Faculty,Fellowship,Research,SERB,TARE,Teacher
https://www.myscheme.gov.in/schemes/r-cf,Raman-Charpak Fellowship,Ministry Of Science And Technology,"The “Raman-Charpak Fellowship Programme” is in honour of two Nobel Laureates in Physics, Prof C.V. Raman, Indian Nobel Laureate (1930) & Prof Georges Charpak, French Nobel Laureate (1992). The Fellowship was launched during the State visit of the President of France to India in February, 2013.",Charpak,Fellowship,France,Raman,Student,
